id,vocab,vocab_pinyin,vocab_trans_vi,vocab_trans_en,example,example_pinyin,example_trans_vi,example_trans_en,level
368,柜台,guì tái,"quầy ba, quầy",bar,请到柜台办理手续。,Qǐng dào guìtái bànlǐ shǒuxù.,Xin hãy đến quầy để làm thủ tục.,Please go to the counter to check in.,5
369,滚,gǔn,"cút, cuộn, lăn",roll,球从桌子上滚下来。,Qiú cóng zhuōzi shàng gǔn xiàlái.,Quả bóng lăn xuống từ trên bàn.,The ball rolled down from the table.,5
370,锅,guō,nồi,pot,我们用锅来煮汤。,Wǒmen yòng guō lái zhǔ tāng.,Chúng tôi dùng nồi để nấu canh.,We use the pot to cook soup.,5
371,国庆节,guó qìng jié,quốc khánh,National Day,国庆节是中国的重要节日。,Guóqìngjié shì Zhōngguó de zhòngyào jiérì.,Ngày Quốc khánh là ngày lễ quan trọng của Trung Quốc.,National Day is an important holiday in China.,5
372,国王,guó wáng,quốc vương,monarch,国王住在宏伟的宫殿里。,Guówáng zhù zài hóngwěi de gōngdiàn lǐ.,Quốc vương sống trong một cung điện tráng lệ.,The king lived in a magnificent palace.,5
373,果然,guǒ rán,quả nhiên,indeed,他果然赢得了比赛。,Tā guǒrán yíngdéle bǐsài.,Anh ấy quả nhiên đã thắng cuộc thi.,"He won the contest, of course.",5
374,果实,guǒ shí,quả thật,indeed,这个果实很甜。,Zhège guǒshí hěn tián.,Quả thưchj cái này rất ngọt.,This fruit is very sweet.,5
375,过分,guò fèn,quá đáng,exaggerated,他的要求有点过分。,Tā de yāoqiú yǒudiǎn guòfèn.,Yêu cầu của anh ấy hơi quá mức.,His request is a bit excessive.,5
376,过敏,guò mǐn,"mẫn cảm, dị ứng","sensitive, allergic",我对某些食物有过敏反应。,Wǒ duì mǒuxiē shíwù yǒu guòmǐn fǎnyìng.,Tôi bị dị ứng với một số loại thực phẩm.,I am allergic to some foods.,5
377,过期,guò qī,quá hạn,overdue,这个食品已经过期了。,Zhège shípǐn yǐjīng guòqīle.,Thực phẩm này đã hết hạn sử dụng.,This food has expired.,5
378,哈,hā,ha ha,haha,哈，你说得对。,"Hā, nǐ shuō dé duì.","Ha, bạn nói đúng.","Ha, you are right.",5
379,海关,hǎi guān,hải quan,custom,他在海关工作。,Tā zài hǎiguān gōngzuò.,Anh ấy làm việc ở hải quan.,He works in customs.,5
380,海鲜,hǎi xiān,hải sản,seafood,我们今晚吃海鲜。,Wǒmen jīnwǎn chī hǎixiān.,Tối nay chúng tôi ăn hải sản.,We are having seafood tonight.,5
381,喊,hǎn,hét,shout,他在广场上喊叫。,Tā zài guǎngchǎng shàng hǎnjiào.,Anh ấy hét lên ở quảng trường.,He shouted in the square.,5
382,行业,háng yè,ngành nghề,Industry,这个行业很有前景。,Zhège hángyè hěn yǒu qiánjǐng.,Ngành này có triển vọng rất tốt.,This industry has very good prospects.,5
383,豪华,háo huá,sang trọng,luxurious,他的车很豪华。,Tā de chē hěn háohuá.,Xe của anh ấy rất sang trọng.,His car is very luxurious.,5
384,好客,hào kè,hiếu khách,hospitable,她是个很热情好客的人。,Tā shì gè hěn rèqíng hǎokè de rén.,Cô ấy là một người rất nhiệt tình và hiếu khách.,She is a very warm and hospitable person.,5
385,好奇,hào qí,hiếu kì,curious,他对一切都感到好奇。,Tā duì yīqiè dōu gǎndào hàoqí.,Anh ấy cảm thấy tò mò về mọi thứ.,He feels curious about everything.,5
386,合法,hé fǎ,hợp pháp,legal,这个公司的运作是合法的。,Zhège gōngsī de yùnzuò shì héfǎ de.,Hoạt động của công ty này là hợp pháp.,This company's operations are legal.,5
387,合理,hé lǐ,hợp lý,reasonable,这些建议很合理。,Zhèxiē jiànyì hěn hélǐ.,Những đề xuất này rất hợp lý.,These suggestions are very reasonable.,5
388,合同,hé tóng,hợp đồng,contract,我们签订了合同。,Wǒmen qiāndìngle hétóng.,Chúng tôi đã ký hợp đồng.,We have signed the contract.,5
389,合影,hé yǐng,"chụp ảnh chung, chụp ảnh tập thể","group photo, group photo",这张合影很有意义。,Zhè zhāng héyǐng hěn yǒu yìyì.,Bức ảnh tập thể này rất có ý nghĩa.,This group photo is very meaningful.,5
390,合作,hé zuò,hợp tác,cooperate,我们需要合作完成这个项目。,Wǒmen xūyào hézuò wánchéng zhège xiàngmù.,Chúng ta cần hợp tác để hoàn thành dự án này.,We need to work together to complete this project.,5
391,何必,hé bì,hà tất,why,何必那么着急？,Hébì nàme zhāojí?,Tại sao phải vội vã như vậy?,Why the rush?,5
392,何况,hé kuàng,"huống hồ, hơn nữa",moreover,何况天气很糟糕。,Hékuàng tiānqì hěn zāogāo.,"Hơn nữa, thời tiết rất xấu.","Moreover, the weather is very bad.",5
393,和平,hé píng,hòa bình,peace,我们希望和平解决问题。,Wǒmen xīwàng hépíng jiějué wèntí.,Chúng ta hy vọng giải quyết vấn đề một cách hòa bình.,We hope to resolve the issue peacefully.,5
394,核心,hé xīn,trọng tâm,focus,这个问题是核心问题。,Zhège wèntí shì héxīn wèntí.,Vấn đề này là vấn đề cốt lõi.,This issue is the core issue.,5
395,恨,hèn,hận,hate,好像他还恨我。,Hǎoxiàng tā hái hèn wǒ.,Có vẻ như anh ấy vẫn còn hận tôi.,It seems like he still hates me.,5
396,猴子,hóu zi,khỉ,monkey,猴子在树上玩耍。,Hóuzi zài shù shàng wánshuǎ.,Con khỉ chơi đùa trên cây.,The monkey plays in the tree.,5
397,后背,hòu bèi,phía sau,behind,他感到后背很疼。,Tā gǎndào hòubèi hěn téng.,Anh ấy cảm thấy đau lưng.,He feels back pain.,5
398,后果,hòu guǒ,hậu quả,consequence,他的后果很严重。,Tā de hòuguǒ hěn yánzhòng.,Hậu quả của anh ấy rất nghiêm trọng.,His consequences were serious.,5
399,呼吸,hū xī,hít thở,breathe,我们需要注意呼吸。,Wǒmen xūyào zhùyì hūxī.,Chúng ta cần chú ý đến việc thở.,We need to pay attention to breathing.,5
400,忽然,hū rán,bỗng nhiên,suddenly,天气忽然变冷了。,Tiānqì hūrán biàn lěngle.,Thời tiết đột ngột trở lạnh.,The weather suddenly turned cold.,5
401,忽视,hū shì,"không coi trọng (kinh tế, ngành nghề, vấn đề nhỏ, nghiên cứu)","disregard (economics, industry, minor issue, research)",不要忽视这个细节。,Bù yào hūshì zhège xìjié.,Đừng bỏ qua chi tiết này.,Don't miss this detail.,5
402,胡说,hú shuō,nói nhăng quậy,talk nonsense,他总是胡说八道。,Tā zǒngshì húshuō bādào.,Anh ấy luôn nói linh tinh.,He always talks nonsense.,5
403,胡同,hú tòng,"ngõ, hẻm",alley,胡同里很安静。,Hútòng lǐ hěn ānjìng.,Ngõ nhỏ rất yên tĩnh.,The alley is very quiet.,5
404,壶,hú,"bình, ấm","pot, kettle",我们用壶煮水。,Wǒmen yòng hú zhǔ shuǐ.,Chúng tôi dùng ấm để đun nước.,We use a kettle to boil water.,5
405,蝴蝶,hú dié,con bướm,butterfly,蝴蝶在花丛中飞舞。,Húdié zài huācóng zhōng fēiwǔ.,Những con bướm bay lượn trong đám hoa.,Butterflies fluttered among the flowers.,5
406,糊涂,hú tú,hồ đồ,lake,他总是糊涂的。,Tā zǒngshì hútu de.,Anh ấy luôn lú lẫn.,He is always confused.,5
407,花生,huā shēng,"lạc, đậu phộng",peanuts,我喜欢吃花生。,Wǒ xǐhuān chī huāshēng.,Tôi thích ăn đậu phộng.,I like to eat peanuts.,5
408,划,huá,chèo (thuyền),rowing),划船是一种很好的锻炼。,Huáchuán shì yī zhǒng hěn hǎo de duànliàn.,Chèo thuyền là một hình thức tập luyện rất tốt.,Rowing is a great form of exercise.,5
409,华裔,huá yì,hoa kiều,Overseas Chinese,他是华裔美国人。,Tā shì huáyì Měiguó rén.,Anh ấy là người Mỹ gốc Hoa.,He is Chinese American.,5
410,滑,huá,"trượt, trơn",slip,地板很滑，注意不要摔倒。,"Dìbǎn hěn huá, zhùyì bùyào shuāidǎo.","Sàn nhà rất trơn, chú ý đừng ngã.","The floor is very slippery, be careful not to fall.",5
411,化学,huà xué,hóa học,chemistry,我在学化学。,Wǒ zài xué huàxué.,Tôi đang học hóa học.,I am studying chemistry.,5
412,话题,huà tí,chủ đề,topic,我们讨论了很多话题。,Wǒmen tǎolùnle hěn duō huàtí.,Chúng tôi đã thảo luận về nhiều chủ đề.,We discussed many topics.,5
413,怀念,huái niàn,hoài niệm,nostalgia,我很怀念我的家乡。,Wǒ hěn huáiniàn wǒ de jiāxiāng.,Tôi rất nhớ quê hương của mình.,I miss my homeland so much.,5
414,怀孕,huái yùn,mang bầu,pregnant,她怀孕了，正在休息。,"Tā huáiyùnle, zhèngzài xiūxí.",Cô ấy đang mang thai và đang nghỉ ngơi.,She is pregnant and resting.,5
415,缓解,huǎn jiě,"thả lỏng, giảm","relax, reduce",运动可以缓解压力。,Yùndòng kěyǐ huǎnjiě yālì.,Tập thể dục có thể giảm căng thẳng.,Exercise can reduce stress.,5
416,幻想,huàn xiǎng,"ảo tưởng, giả tưởng","illusion, fantasy",他的幻想很丰富。,Tā de huànxiǎng hěn fēngfù.,Những ảo tưởng của anh ấy rất phong phú.,His fantasies are rich.,5
417,慌张,huāng zhāng,"hoảng sợ, rối rắm, rối","panic, confusion, confusion",她在面试中感到很慌张。,Tā zài miànshì zhōng gǎndào hěn huāngzhāng.,Cô ấy cảm thấy rất hoảng loạn trong buổi phỏng vấn.,She felt very nervous during the interview.,5
418,黄金,huáng jīn,vàng,Yellow,这块黄金很重。,Zhè kuài huángjīn hěn zhòng.,Miếng vàng này rất nặng.,This piece of gold is very heavy.,5
419,灰,huī,màu xám,grey,天空变成了灰色。,Tiānkōng biàn chéngle huīsè.,Bầu trời đã chuyển thành màu xám.,The sky has turned gray.,5
420,灰尘,huī chén,tro bụi,ash,桌子上有一层灰尘。,Zhuōzi shàng yǒu yī céng huīchén.,Trên bàn có một lớp bụi.,There is a layer of dust on the table.,5
421,灰心,huī xīn,nản lòng,discouraged,他对失败感到灰心。,Tā duì shībài gǎndào huīxīn.,Anh ấy cảm thấy thất vọng trước sự thất bại.,He felt disappointed by the failure.,5
422,挥,huī,vẫy,wave,她挥手告别了大家。,Tā huīshǒu gàobiéle dàjiā.,Cô ấy vẫy tay chào tạm biệt mọi người.,She waved goodbye to everyone.,5
423,恢复,huī fù,"hồi phục, khôi phục","recover, restore",我们需要恢复体力。,Wǒmen xūyào huīfù tǐlì.,Chúng ta cần phục hồi thể lực.,We need to recover our strength.,5
424,汇率,huì lǜ,tỷ giá,exchange rate,当前的汇率非常不稳定。,Dāngqián de huìlǜ fēicháng bù wěndìng.,Tỷ giá hiện tại rất không ổn định.,The current exchange rate is very unstable.,5
425,婚礼,hūn lǐ,hôn lễ,wedding,她正在准备婚礼。,Tā zhèngzài zhǔnbèi hūnlǐ.,Cô ấy đang chuẩn bị cho đám cưới.,She is preparing for the wedding.,5
426,婚姻,hūn yīn,hôn nhân,marriage,他们的婚姻很幸福。,Tāmen de hūnyīn hěn xìngfú.,Hôn nhân của họ rất hạnh phúc.,Their marriage was very happy.,5
427,活跃,huó yuè,sôi nổi,lively,他在工作中非常活跃。,Tā zài gōngzuò zhōng fēicháng huóyuè.,Anh ấy rất năng động trong công việc.,He is very active at work.,5
428,火柴,huǒ chái,diêm,matches,我们需要买一些火柴。,Wǒmen xūyào mǎi yīxiē huǒchái.,Chúng ta cần mua một số que diêm.,We need to buy some matches.,5
429,伙伴,huǒ bàn,bạn đồng hành,companion,他是我的好伙伴。,Tā shì wǒ de hǎo huǒbàn.,Anh ấy là bạn đồng hành tốt của tôi.,He is my good companion.,5
430,或许,huò xǔ,có lẽ,maybe,或许明天会有好天气。,Huòxǔ míngtiān huì yǒu hǎo tiānqì.,Có thể ngày mai sẽ có thời tiết tốt.,Maybe the weather will be fine tomorrow.,5
431,机器,jī qì,máy móc,machines,这台机器很先进。,Zhè tái jīqì hěn xiānjìn.,Cỗ máy này rất tiên tiến.,This machine is very advanced.,5
432,肌肉,jī ròu,cơ bắp,muscle,他在锻炼肌肉。,Tā zài duànliàn jīròu.,Anh ấy đang tập luyện cơ bắp.,He is working out his muscles.,5
433,基本,jī běn,"cơ bản, căn bản","basic, basic",这是一个基本的技能。,Zhè shì yīgè jīběn de jìnéng.,Đây là một kỹ năng cơ bản.,This is a basic skill.,5
434,激烈,jī liè,"khốc liệt, kịch liệt","fierce, intense",比赛非常激烈。,Bǐsài fēicháng jīliè.,Cuộc thi rất gay cấn.,The competition was very exciting.,5
435,及格,jí gé,đạt điểm qua,pass,他考试及格了。,Tā kǎoshì jígéle.,Anh ấy đã thi đỗ.,He passed the exam.,5
436,极其,jí qí,cực kì,extremely,这种情况极其罕见。,Zhè zhǒng qíngkuàng jíqí hǎnjiàn.,Tình huống này cực kỳ hiếm thấy.,This situation is extremely rare.,5
437,急忙,jí máng,vội vàng,rush,他急忙赶到医院。,Tā jímáng gǎndào yīyuàn.,Anh ấy vội vã đến bệnh viện.,He rushed to the hospital.,5
438,急诊,jí zhěn,cấp cứu,emergency,她去急诊室看病。,Tā qù jízhěn shì kànbìng.,Cô ấy đến phòng cấp cứu để khám bệnh.,She went to the emergency room to see a doctor.,5
439,集合,jí hé,tập hợp,aggregate,我们在操场上集合。,Wǒmen zài cāochǎng shàng jíhé.,Chúng tôi tập hợp tại sân vận động.,We gathered at the stadium.,5
440,集体,jí tǐ,tập thể,collective,这是一个集体活动。,Zhè shì yīgè jítǐ huódòng.,Đây là một hoạt động tập thể.,This is a group activity.,5
441,集中,jí zhōng,tập trung,concentrate,大家集中注意力听讲。,Dàjiā jízhōng zhùyìlì tīng jiǎng.,Mọi người tập trung chú ý lắng nghe.,Everyone pay attention and listen.,5
442,计算,jì suàn,tính toán,calculate,我们需要计算总花费。,Wǒmen xūyào jìsuàn zǒng huāfèi.,Chúng ta cần tính toán tổng chi phí.,We need to calculate the total cost.,5
443,记录,jì lù,ghi chép,note,请记录你的进展。,Qǐng jìlù nǐ de jìnzhǎn.,Xin hãy ghi lại tiến triển của bạn.,Please record your progress.,5
444,记忆,jì yì,ký ức,memory,他的记忆力很好。,Tā de jìyìlì hěn hǎo.,Khả năng nhớ của anh ấy rất tốt.,His memory is very good.,5
445,纪录,jì lù,kỷ lục,record,这本书是一个历史纪录。,Zhè běn shū shì yīgè lìshǐ jìlù.,Cuốn sách này là một tài liệu lịch sử.,This book is a historical document.,5
446,纪律,jì lǜ,kỷ luật,discipline,他严格遵守纪律。,Tā yángé zūnshǒu jìlǜ.,Anh ấy nghiêm ngặt tuân thủ kỷ luật.,He is strictly disciplined.,5
447,纪念,jì niàn,kỉ niệm,memory,我们一起纪念这个特别的日子。,Wǒmen yīqǐ jìniàn zhège tèbié de rìzi.,Chúng tôi cùng kỷ niệm ngày đặc biệt này.,We celebrate this special day together.,5
448,系领带,jì lǐng dài,thắt cà vạt,tie,他会系领带吗？,Tā huì jì lǐngdài ma?,Anh ấy có biết thắt cà vạt không?,Does he know how to tie a tie?,5
449,寂寞,jì mò,cô đơn,lonely,她感到非常寂寞。,Tā gǎndào fēicháng jìmò.,Cô ấy cảm thấy rất cô đơn.,She feels very lonely.,5
450,夹子,jiā zi,cái kẹp,clamp,我需要一个夹子来夹住文件。,Wǒ xūyào yīgè jiāzi lái jiā zhù wénjiàn.,Tôi cần một cái kẹp để kẹp tài liệu.,I need a clip to hold documents.,5
451,家庭,jiā tíng,gia đình,family,我们的家庭很和睦。,Wǒmen de jiātíng hěn hémù.,Gia đình chúng tôi rất hòa thuận.,Our family is very harmonious.,5
